bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
94,229,16536336389257858675326566490,76772544413206283212210579874027477661872689351568231981242645897171123388791,77541404303349122650325384811214640679578560253678448409318022598046553347890
95,230,22792034672195221316791188179,61714942484070256830002715745647800087382160039444753880311626326275869085834,43598317170031866126253504417814131829526363308415242850913475188732287483390
96,231,68003246196594733696443763128,28088270305798766339343668675358055603242050868954165224930531312403912281633,80523691312442574300245282278677838980845092486751408030409932818763240463831
97,232,132270886798923932627581090314,92730509159128139104836892191551522031465072889893826096494530981241221962921,503124178968240785766774112239050142900897197395150041727478328479063446413
93,228,6428363939489078837981649469,46629595148734652216023287838204017690380949565909447007318616795757786583932,28434340178314324264924750561570988038429323981904570395179612700856141099953
94,229,15117790951112297309304173438,53673791554111672527390759486760813132180297809036855924064777968929109936704,57646680397538132269237099449860054876641777284303197167120602052990127159655
95,230,20396108330111906925794630034,113360359483021197897443084647453746578472372771828269359059951218686193719721,19236723415497517077563245950570206901397419475250202165938723918765184569257
96,231,60779198627221163040395656689,39989975868269924652224323376070110117106552613232607583615803302910184498455,83205396793910468377077968723049376649033130624747716683315183831096361504754
97,232,80861702450590261601410095544,89291361514525481239893467047542803366589128182605644119562767464260839521695,78187192051345572074445405507250060521768985018268620246379829973231055447672
93,228,6345726472874556200135415558,58822604493370269726206969631282331611706493379775194172810610752563495911371,93871028288739152182883927656617332156662428807774619328769171609522803838284
94,229,16387406233020750988959521513,108963818373097828854398510427453790823422479759613455883453374891311057762533,2428491647998528349748079923840085666226999597600002876975848211106749628732
95,230,20472843686463026546011321880,13997416330488808801878468171154206812679339266970075567126053245580223355877,77286343167045568967521400768678191512254254671233824224020706737507686946662
96,231,59766480893338601313326284416,82905493529005494595989425963602802919143837443763862365052307655960572482275,41909379441282664489824281701062159018702946357820445565278163493616077912106
97,232,150898013820440702291357847714,30173856769812549444300856402794364762358634725410694860442112186746959778806,112235674512082224775276007000328571329193944464398591724613514240522199945359
93,228,6923963822086044942585327650,66586306330882266836424823894887393238398823679417347879962177457506238265000,4786346725693595336615984767849526608388115487084059376842932525442174580272
94,229,13481006391597783715587572722,91075363976820166655701165126761854188114193920067079239588889302020868646413,49205793314297157362367735200603635371457334911521620000836105785720354851662
95,230,38475531167828692344289164401,20045999974743930285951929502017867785414330451276765803733263872816431832138,88505627604133985855773138483457699683031805402026618076679448415252249951850
96,231,56347137884031384898813244222,15154534560471546764424516716951501508455288507172940911156444878594166617725,115096567186910888568394023259456190957531542904827872401745754621724568107727
97,232,96407574816840700166680810708,46947537274301493802927217233212991894948733887908426953754432868841365881103,61958852493724056915795903202718459472288279188944907412608656308605367292330
93,228,7920505258971680079789015447,26996391168918521874571917427147737308298222651397968458295990364798350746795,13506054672917603373215214852792888434131417403669144355396304704754912407527
94,229,14590014421077763669430740999,5110605163825318442856862693124192437352942783796533141979378537546361615185,90876760181052530756366224497024344276113241570274869385038848523313138407803
95,230,21224639647877211316525346833,34129374004684724132527787122030025239952224968369490407472310816658634350780,78469220160367751489363757686694670896376976677017112581059545381650462808291
96,231,49781405068220928900360323210,95857021901384492524772945064782765729736009028201907461873777491343364489680,111352946628981355707083886204391925110599414673301449934984174659985178582284
97,232,83822068117681296409907130285,93561801261886722526704464855040573860357811486677800531536549840490925442649,75955514980445566674454548661109269197248735319085083017078058099236904184133
93,228,7726511159060047534727377341,39564217869122261452701620133573931378685859904093601095272616565763016605218,23671075681416230285266743750496422725868830254391936773316910828289989410303
94,229,11884254364476130925611078107,76764724807510024426944463044453114306989867476584643713598960641734522998027,109090510339122383913570823083145475270519531347610663902620291096929568994847
95,230,33624843681148342227916854546,54846174042783320055893326795886058849297411667225052108225833715050303308491,64664353175294111767717015823605184907314373350729545559998414943994619819942
96,231,60193144346370088448235828770,94973847902595148147966217551942766349343664354531299329370316909823841445399,86123998994906681768084137305697287209468956552096973787370390469518651817991
97,232,129418508673071966407754976289,16731669269553925921604161271521256275175919001502057316938879339771250118149,56781112293682965667315778966904804901264988203380262258079259956743896265281
93,228,7449447283272648648780177745,18084317542761541352385035941685064995829971159453331023699564174288536644651,98156022713249668578073553214671767713958723489322550790452023019558855480179
94,229,15192223152919726828873187613,86606083827244879179014904661130615667231973053900698977263566338108510632507,106522242376706598649885794004036581570840417665951465385853813758196634986394
95,230,21377574461859793907852427951,55388147938602474921360938633146034253841351087833915911551858763473738026192,69524009562090398468380187730320852563676237484873049890390760035650572699072
